slug	cts_urn	tlg
cyrillus-theology.libri-v-contra-nestorium	urn:cts:greekLit:tlg4090.tlgX47	tlg4090.tlgX47
cyrillus-theology.oratio-ad-arcadiam-et-marinam-augustas-de-fide	urn:cts:greekLit:tlg4090.tlgX46	tlg4090.tlgX46
cyrillus-theology.oratio-ad-pulcheriam-et-eudociam-augustas-de-fide	urn:cts:greekLit:tlg4090.tlgX45	tlg4090.tlgX45
cyrillus-theology.oratio-ad-theodosium-imperatorem-de-recta-fide	urn:cts:greekLit:tlg4090.tlgX06	tlg4090.tlgX06
cyrillus-theology.quod-unus-sit-christus	urn:cts:greekLit:tlg4090.tlg027	tlg4090.tlg027
cyrillus-theology.responsiones-ad-tiberium-diaconum-sociosque-suos	urn:cts:greekLit:tlg4090.tlg021	tlg4090.tlg021
cyrillus-theology.scholia-de-incarnatione-unigeniti-fragmenta	urn:cts:greekLit:tlg4090.tlgX62	tlg4090.tlgX62
cyrillus-theology.sermo-de-obitu-sanctorum-trium-puerorum-fragmenta-sp	urn:cts:greekLit:tlg4090.tlg122	tlg4090.tlg122
cyrillus-theology.thesaurus-de-sancta-consubstantiali-trinitate	urn:cts:greekLit:tlg4090.tlg109	tlg4090.tlg109
daimachus-history.fragmenta	urn:cts:greekLit:tlg1908.tlg003	tlg1908.tlg003
damascius.de-principiis	urn:cts:greekLit:tlg4066.tlg003	tlg4066.tlg003
damascius.in-parmenidem	urn:cts:greekLit:tlg4066.tlg004	tlg4066.tlg004
damascius.vita-isidori-ap-sudam-hesychium-photium-et-e-cod-vat	urn:cts:greekLit:tlg4066.tlg002	tlg4066.tlg002
damastes-sigeensis.fragmenta	urn:cts:greekLit:tlg1868.tlg003	tlg1868.tlg003
damianus-scriptor-de-opticis.optica	urn:cts:greekLit:tlg2627.tlg001	tlg2627.tlg001
damigeron-magus.de-lapidibus-e-codd-vat-gr-578-ambros-95-sup	urn:cts:greekLit:tlg2655.tlg002	tlg2655.tlg002
damon-et-phintias.testimonium	urn:cts:greekLit:tlg2244.tlg001	tlg2244.tlg001
damon-history.fragmentum	urn:cts:greekLit:tlg2273.tlg002	tlg2273.tlg002
damoxenus.fragmenta	urn:cts:greekLit:tlg0438.tlg001	tlg0438.tlg001
david.in-porphyrii-isagogen-commentarium	urn:cts:greekLit:tlg4021.tlg002	tlg4021.tlg002
david.prolegomena-philosophiae	urn:cts:greekLit:tlg4021.tlg001	tlg4021.tlg001
demades.fragmenta	urn:cts:greekLit:tlg0535.tlg001	tlg0535.tlg001
demaratus.fragmenta	urn:cts:greekLit:tlg1812.tlg002	tlg1812.tlg002
demetrius-callatianus.fragmenta	urn:cts:greekLit:tlg1917.tlg003	tlg1917.tlg003
demetrius-comedy.fragmenta	urn:cts:greekLit:tlg0439.tlg001	tlg0439.tlg001
demetrius-phalereus.fragmenta	urn:cts:greekLit:tlg0624.tlg001	tlg0624.tlg001
demetrius-poet-phil.demetrius-de-eloc-roberts	urn:cts:greekLit:tlg1301.tlg001	tlg1301.tlg001
demetrius-poet-phil.fragmenta-et-titulus	urn:cts:greekLit:tlg1301.tlg002	tlg1301.tlg002
demetrius-rhetoric.de-elocutione	urn:cts:greekLit:tlg0613.tlg001	tlg0613.tlg001
demetrius-salaminius.fragmenta	urn:cts:greekLit:tlg2511.tlg002	tlg2511.tlg002
demochares.fhg2	urn:cts:greekLit:tlg1303.tlg001	tlg1303.tlg001
demochares.fragmenta	urn:cts:greekLit:tlg1303.tlg003	tlg1303.tlg003
democles-pygelensis.fragmenta	urn:cts:greekLit:tlg4390.tlg001	tlg4390.tlg001
democritus-history.fragmentum	urn:cts:greekLit:tlg1305.tlg003	tlg1305.tlg003
democritus-philosophy.fragmenta	urn:cts:greekLit:tlg1304.tlg002	tlg1304.tlg002
democritus-philosophy.testimonia	urn:cts:greekLit:tlg1304.tlg001	tlg1304.tlg001
democritus.fragmenta	urn:cts:greekLit:tlg1305.tlg001	tlg1305.tlg001
demodocus.fragmenta	urn:cts:greekLit:tlg0245.tlg001	tlg0245.tlg001
demon.fragmenta	urn:cts:greekLit:tlg1307.tlg003	tlg1307.tlg003
demonax-philosophy.fragmenta	urn:cts:greekLit:tlg2969.tlg001	tlg2969.tlg001
demosthenes-oratory.adversus-androtionem	urn:cts:greekLit:tlg0014.tlg022	tlg0014.tlg022
demosthenes-oratory.adversus-leptinem	urn:cts:greekLit:tlg0014.tlg020	tlg0014.tlg020
demosthenes-oratory.contra-apatourium-sp	urn:cts:greekLit:tlg0014.tlg033	tlg0014.tlg033
demosthenes-oratory.contra-aphobum	urn:cts:greekLit:tlg0014.tlg029	tlg0014.tlg029
demosthenes-oratory.contra-boeotum-1	urn:cts:greekLit:tlg0014.tlg039	tlg0014.tlg039
demosthenes-oratory.contra-boeotum-2-sp	urn:cts:greekLit:tlg0014.tlg040	tlg0014.tlg040
demosthenes-oratory.contra-calliclem	urn:cts:greekLit:tlg0014.tlg055	tlg0014.tlg055
demosthenes-oratory.contra-callippum-sp	urn:cts:greekLit:tlg0014.tlg052	tlg0014.tlg052
demosthenes-oratory.contra-eubulidem	urn:cts:greekLit:tlg0014.tlg057	tlg0014.tlg057
demosthenes-oratory.contra-lacritum-sp	urn:cts:greekLit:tlg0014.tlg035	tlg0014.tlg035
demosthenes-oratory.contra-leocharem-sp	urn:cts:greekLit:tlg0014.tlg044	tlg0014.tlg044
demosthenes-oratory.contra-macartatum-sp	urn:cts:greekLit:tlg0014.tlg043	tlg0014.tlg043
demosthenes-oratory.contra-nausimachum-et-xenopeithea	urn:cts:greekLit:tlg0014.tlg038	tlg0014.tlg038
demosthenes-oratory.contra-nicostratum	urn:cts:greekLit:tlg0014.tlg053	tlg0014.tlg053
demosthenes-oratory.contra-onetorem-1	urn:cts:greekLit:tlg0014.tlg030	tlg0014.tlg030
demosthenes-oratory.contra-onetorem-2	urn:cts:greekLit:tlg0014.tlg031	tlg0014.tlg031
demosthenes-oratory.contra-pantaenetum	urn:cts:greekLit:tlg0014.tlg037	tlg0014.tlg037
demosthenes-oratory.contra-phaenippum-sp	urn:cts:greekLit:tlg0014.tlg042	tlg0014.tlg042
demosthenes-oratory.contra-phormionem	urn:cts:greekLit:tlg0014.tlg034	tlg0014.tlg034
demosthenes-oratory.contra-polyclem-sp	urn:cts:greekLit:tlg0014.tlg050	tlg0014.tlg050
demosthenes-oratory.contra-spudiam	urn:cts:greekLit:tlg0014.tlg041	tlg0014.tlg041
demosthenes-oratory.contra-timotheum-sp	urn:cts:greekLit:tlg0014.tlg049	tlg0014.tlg049
demosthenes-oratory.contra-zenothemin	urn:cts:greekLit:tlg0014.tlg032	tlg0014.tlg032
demosthenes-oratory.de-chersoneso	urn:cts:greekLit:tlg0014.tlg008	tlg0014.tlg008
demosthenes-oratory.de-corona	urn:cts:greekLit:tlg0014.tlg018	tlg0014.tlg018
demosthenes-oratory.de-corona-trierarchiae	urn:cts:greekLit:tlg0014.tlg051	tlg0014.tlg051
demosthenes-oratory.de-falsa-legatione	urn:cts:greekLit:tlg0014.tlg019	tlg0014.tlg019
demosthenes-oratory.de-halonneso	urn:cts:greekLit:tlg0014.tlg007	tlg0014.tlg007
demosthenes-oratory.de-pace	urn:cts:greekLit:tlg0014.tlg005	tlg0014.tlg005
demosthenes-oratory.de-rhodiorum-libertate	urn:cts:greekLit:tlg0014.tlg015	tlg0014.tlg015
demosthenes-oratory.epistulae	urn:cts:greekLit:tlg0014.tlg063	tlg0014.tlg063
demosthenes-oratory.epitaphius	urn:cts:greekLit:tlg0014.tlg060	tlg0014.tlg060
demosthenes-oratory.eroticus-sp	urn:cts:greekLit:tlg0014.tlg061	tlg0014.tlg061
demosthenes-oratory.exordia	urn:cts:greekLit:tlg0014.tlg062	tlg0014.tlg062
demosthenes-oratory.in-aphobum-1	urn:cts:greekLit:tlg0014.tlg027	tlg0014.tlg027
demosthenes-oratory.in-aphobum-2	urn:cts:greekLit:tlg0014.tlg028	tlg0014.tlg028
demosthenes-oratory.in-aristocratem	urn:cts:greekLit:tlg0014.tlg023	tlg0014.tlg023
demosthenes-oratory.in-aristogitonem-1	urn:cts:greekLit:tlg0014.tlg025	tlg0014.tlg025
demosthenes-oratory.in-aristogitonem-2	urn:cts:greekLit:tlg0014.tlg026	tlg0014.tlg026
demosthenes-oratory.in-cononem	urn:cts:greekLit:tlg0014.tlg054	tlg0014.tlg054
demosthenes-oratory.in-dionysodorum-sp	urn:cts:greekLit:tlg0014.tlg056	tlg0014.tlg056
demosthenes-oratory.in-epistulam-philippi-sp	urn:cts:greekLit:tlg0014.tlg011	tlg0014.tlg011
demosthenes-oratory.in-evergum-et-mnesibulum-sp	urn:cts:greekLit:tlg0014.tlg047	tlg0014.tlg047
demosthenes-oratory.in-midiam	urn:cts:greekLit:tlg0014.tlg021	tlg0014.tlg021
demosthenes-oratory.in-neaeram-sp	urn:cts:greekLit:tlg0014.tlg059	tlg0014.tlg059
demosthenes-oratory.in-olympiodorum-sp	urn:cts:greekLit:tlg0014.tlg048	tlg0014.tlg048
demosthenes-oratory.in-stephanum-1	urn:cts:greekLit:tlg0014.tlg045	tlg0014.tlg045
demosthenes-oratory.in-stephanum-2-sp	urn:cts:greekLit:tlg0014.tlg046	tlg0014.tlg046
demosthenes-oratory.in-theocrinem-sp	urn:cts:greekLit:tlg0014.tlg058	tlg0014.tlg058
demosthenes-oratory.in-timocratem	urn:cts:greekLit:tlg0014.tlg024	tlg0014.tlg024
demosthenes-oratory.olynthiaca-1	urn:cts:greekLit:tlg0014.tlg001	tlg0014.tlg001
demosthenes-oratory.olynthiaca-2	urn:cts:greekLit:tlg0014.tlg002	tlg0014.tlg002
demosthenes-oratory.olynthiaca-3	urn:cts:greekLit:tlg0014.tlg003	tlg0014.tlg003
demosthenes-oratory.peri-sunta-cews-sp	urn:cts:greekLit:tlg0014.tlg013	tlg0014.tlg013
demosthenes-oratory.peri-tw-n-pro-s-ale-candron-sunqhkw-n-sp	urn:cts:greekLit:tlg0014.tlg017	tlg0014.tlg017
demosthenes-oratory.peri-tw-n-summoriw-n	urn:cts:greekLit:tlg0014.tlg014	tlg0014.tlg014
demosthenes-oratory.philippi-epistula	urn:cts:greekLit:tlg0014.tlg012	tlg0014.tlg012
demosthenes-oratory.philippica-1	urn:cts:greekLit:tlg0014.tlg004	tlg0014.tlg004
demosthenes-oratory.philippica-2	urn:cts:greekLit:tlg0014.tlg006	tlg0014.tlg006
demosthenes-oratory.philippica-3	urn:cts:greekLit:tlg0014.tlg009	tlg0014.tlg009
demosthenes-oratory.philippica-4-sp	urn:cts:greekLit:tlg0014.tlg010	tlg0014.tlg010
demosthenes-oratory.pro-megalopolitanis	urn:cts:greekLit:tlg0014.tlg016	tlg0014.tlg016
demosthenes-oratory.pro-phormione	urn:cts:greekLit:tlg0014.tlg036	tlg0014.tlg036
dercyllus.fragmenta	urn:cts:greekLit:tlg2196.tlg001	tlg2196.tlg001
dexippus.in-aristotelis-categorias-commentarium	urn:cts:greekLit:tlg2036.tlg001	tlg2036.tlg001
diagoras.fragmenta	urn:cts:greekLit:tlg0371.tlg001	tlg0371.tlg001
dialexeis-dissoi-logoi.fragmenta	urn:cts:greekLit:tlg1309.tlg001	tlg1309.tlg001
dicaearchus.fragmenta	urn:cts:greekLit:tlg0066.tlg001	tlg0066.tlg001
didache-xii-apostolorum.didaxai-tw-n-postolw-n	urn:cts:greekLit:tlg1311.tlg001	tlg1311.tlg001
didymus-scriptor-de-mensuris.mensurae-marmorum-ac-lignorum	urn:cts:greekLit:tlg0357.tlg001	tlg0357.tlg001
didymus.schmidt	urn:cts:greekLit:tlg1312.tlg001	tlg1312.tlg001
dieuches-oribasius-daremberg1	urn:cts:greekLit:tlg0836.tlg002	tlg0836.tlg002
dieuchidas.fragmenta	urn:cts:greekLit:tlg1313.tlg001	tlg1313.tlg001
dinarchus.in-aristogitonem	urn:cts:greekLit:tlg0029.tlg005	tlg0029.tlg005
dinarchus.in-demosthenem	urn:cts:greekLit:tlg0029.tlg004	tlg0029.tlg004
dinarchus.in-philoclem	urn:cts:greekLit:tlg0029.tlg006	tlg0029.tlg006
dinias.fragmenta	urn:cts:greekLit:tlg1314.tlg004	tlg1314.tlg004
dinolochus.fragmentum	urn:cts:greekLit:tlg1315.tlg001	tlg1315.tlg001
dio-chrysostomus.orationes	urn:cts:greekLit:tlg0612.tlg001	tlg0612.tlg001
diocles.fragmenta	urn:cts:greekLit:tlg0443.tlg001	tlg0443.tlg001
diodorus-aspendius.fragmentum	urn:cts:greekLit:tlg2681.tlg001	tlg2681.tlg001
diodorus-comedy.fragmenta	urn:cts:greekLit:tlg0444.tlg001	tlg0444.tlg001
diodorus-periegesis.fragmenta	urn:cts:greekLit:tlg2265.tlg002	tlg2265.tlg002
diodorus-siculus.bibliotheca-historica-lib-1-20	urn:cts:greekLit:tlg0060.tlg001	tlg0060.tlg001
diodorus-siculus.fragmenta-lib-21-40	urn:cts:greekLit:tlg0060.tlg003	tlg0060.tlg003
diogenes-apolloniates.fragmenta	urn:cts:greekLit:tlg1319.tlg002	tlg1319.tlg002
diogenes-apolloniates.testimonia	urn:cts:greekLit:tlg1319.tlg001	tlg1319.tlg001
diogenes-babylonius.testimonia-et-fragmenta	urn:cts:greekLit:tlg1320.tlg001	tlg1320.tlg001
diogenes-cyzicenus.fragmenta	urn:cts:greekLit:tlg2328.tlg003	tlg2328.tlg003
diogenes-laertius-biography.vitae-philosophorum	urn:cts:greekLit:tlg0004.tlg001	tlg0004.tlg001
diogenes-oenoandensis.diogenes-oenoanda-william	urn:cts:greekLit:tlg1321.tlg001	tlg1321.tlg001
diogenes-philosophy.fragmenta	urn:cts:greekLit:tlg0334.tlg001	tlg0334.tlg001
diogenes-smyrnaeus.testimonium	urn:cts:greekLit:tlg2314.tlg001	tlg2314.tlg001
diogenes.fragmentum	urn:cts:greekLit:tlg0320.tlg001	tlg0320.tlg001
diogenianus-grammar.paroemiae-epitome-operis-sub-nomine-diogeniani-e-cod-mazarinco	urn:cts:greekLit:tlg0097.tlg001	tlg0097.tlg001
diogenis-sinopensis-epistulae.epistulae	urn:cts:greekLit:tlg1325.tlg001	tlg1325.tlg001
dionysius-argivus.fragmenta	urn:cts:greekLit:tlg1324.tlg002	tlg1324.tlg002
dionysius-byzantius.per-bosporum-navigatio	urn:cts:greekLit:tlg0083.tlg003	tlg0083.tlg003
dionysius-chalcidensis.fragmenta	urn:cts:greekLit:tlg1328.tlg001	tlg1328.tlg001
dionysius-chalcus.fragmenta	urn:cts:greekLit:tlg0246.tlg001	tlg0246.tlg001
dionysius-comedy.fragmenta	urn:cts:greekLit:tlg0445.tlg001	tlg0445.tlg001
dionysius-geography.descriptio-graeciae	urn:cts:greekLit:tlg0069.tlg001	tlg0069.tlg001
dionysius-halicarnassensis-history.ad-ammaeum	urn:cts:greekLit:tlg0081.tlg008	tlg0081.tlg008
dionysius-halicarnassensis-history.antiquitates-romanae	urn:cts:greekLit:tlg0081.tlg001	tlg0081.tlg001
dionysius-halicarnassensis-history.ars-rhetorica-sp	urn:cts:greekLit:tlg0081.tlg016	tlg0081.tlg016
dionysius-halicarnassensis-history.de-antiquis-oratoribus	urn:cts:greekLit:tlg0081.tlg002	tlg0081.tlg002
dionysius-halicarnassensis-history.de-compositione-verborum	urn:cts:greekLit:tlg0081.tlg012	tlg0081.tlg012
dionysius-halicarnassensis-history.de-compositione-verborum-epitome	urn:cts:greekLit:tlg0081.tlg013	tlg0081.tlg013
dionysius-halicarnassensis-history.de-demosthenis-dictione	urn:cts:greekLit:tlg0081.tlg006	tlg0081.tlg006
dionysius-halicarnassensis-history.de-dinarcho	urn:cts:greekLit:tlg0081.tlg009	tlg0081.tlg009
dionysius-halicarnassensis-history.de-imitatione-fragmenta	urn:cts:greekLit:tlg0081.tlg014	tlg0081.tlg014
dionysius-halicarnassensis-history.de-isaeo	urn:cts:greekLit:tlg0081.tlg005	tlg0081.tlg005
dionysius-halicarnassensis-history.de-isocrate	urn:cts:greekLit:tlg0081.tlg004	tlg0081.tlg004
dionysius-halicarnassensis-history.de-lysia	urn:cts:greekLit:tlg0081.tlg003	tlg0081.tlg003
dionysius-halicarnassensis-history.de-thucydide	urn:cts:greekLit:tlg0081.tlg010	tlg0081.tlg010
dionysius-halicarnassensis-history.de-thucydidis-idiomatibus-epistula-ad-ammaeum	urn:cts:greekLit:tlg0081.tlg011	tlg0081.tlg011
dionysius-halicarnassensis-history.epistula-ad-pompeium-geminum	urn:cts:greekLit:tlg0081.tlg015	tlg0081.tlg015
dionysius-halicarnassensis-history.libri-secundi-de-antiquis-oratoribus-reliquiae	urn:cts:greekLit:tlg0081.tlg007	tlg0081.tlg007
dionysius-i-tragedy.fragmenta	urn:cts:greekLit:tlg0330.tlg001	tlg0330.tlg001
dionysius-metaqemenos.fragmenta	urn:cts:greekLit:tlg2185.tlg001	tlg2185.tlg001
dionysius-milesius.fragmenta	urn:cts:greekLit:tlg2466.tlg003	tlg2466.tlg003
dionysius-periegesis.orbis-descriptio	urn:cts:greekLit:tlg0084.tlg001	tlg0084.tlg001
dionysius-scr-eccl.fragmenta	urn:cts:greekLit:tlg1329.tlg001	tlg1329.tlg001
dionysius-soph.epistulae	urn:cts:greekLit:tlg4184.tlg001	tlg4184.tlg001
dionysius-thrax-grammar.ars-grammatica	urn:cts:greekLit:tlg0063.tlg001	tlg0063.tlg001
dionysius-thrax.fragmenta	urn:cts:greekLit:tlg0063.tlg004	tlg0063.tlg004
diophantus-mathematics.arithmeticorum-libri-sex	urn:cts:greekLit:tlg2039.tlg001	tlg2039.tlg001
diophantus-mathematics.fragmentum-sp-e-cod-paris-453	urn:cts:greekLit:tlg2039.tlg004	tlg2039.tlg004
diophantus-mathematics.fragmentum-sp-e-cod-paris-gr-2448	urn:cts:greekLit:tlg2039.tlg005	tlg2039.tlg005
diophantus-mathematics.fragmentum-sp-e-cod-paris-suppl-gr-387-fol-181r	urn:cts:greekLit:tlg2039.tlg003	tlg2039.tlg003
diophantus.fragmenta	urn:cts:greekLit:tlg2539.tlg003	tlg2539.tlg003
dioscorides-pedanius.de-materia-medica	urn:cts:greekLit:tlg0656.tlg001	tlg0656.tlg001
dioscorides-pedanius.euporista-vel-de-simplicibus-medicinis	urn:cts:greekLit:tlg0656.tlg002	tlg0656.tlg002
dioscurides.fragmenta	urn:cts:greekLit:tlg2409.tlg001	tlg2409.tlg001
diotimus-philosophy.testimonia	urn:cts:greekLit:tlg2340.tlg001	tlg2340.tlg001
dioxippus.fragmenta	urn:cts:greekLit:tlg0446.tlg001	tlg0446.tlg001
diphilus-comedy.fragmenta	urn:cts:greekLit:tlg0447.tlg001	tlg0447.tlg001
diphilus-epic.fragmentum	urn:cts:greekLit:tlg0248.tlg001	tlg0248.tlg001
dius.fragmenta	urn:cts:greekLit:tlg1334.tlg001	tlg1334.tlg001
diyllus.fragmenta	urn:cts:greekLit:tlg1911.tlg003	tlg1911.tlg003
dokumente-zur-geschichte-des-arianischen-streites-athanasius-werke-iii.dok-1-theologische-erklarung-alexandrinischer-kleriker-an-alexander-von-alexandrien		pta:pta0100.pta001
dokumente-zur-geschichte-des-arianischen-streites-athanasius-werke-iii.dok-10-fragmente-eines-briefes-des-eusebius-von-caesarea-an-euphration-von-balaneae		pta:pta0100.pta010
dokumente-zur-geschichte-des-arianischen-streites-athanasius-werke-iii.dok-2-briefe-des-alexander-von-alexandrien		pta:pta0100.pta002
dokumente-zur-geschichte-des-arianischen-streites-athanasius-werke-iii.dok-3-regest-eines-rundbriefes-einer-synode-in-bithynien		pta:pta0100.pta003
dokumente-zur-geschichte-des-arianischen-streites-athanasius-werke-iii.dok-4-brief-des-eusebius-von-nikomedien-an-paulinus-von-tyrus		pta:pta0100.pta004
dokumente-zur-geschichte-des-arianischen-streites-athanasius-werke-iii.dok-5-referate-eines		pta:pta0100.pta005
dokumente-zur-geschichte-des-arianischen-streites-athanasius-werke-iii.dok-6-fragment-eines-briefes-des-presbyters-georgius-an-alexander-von-alexandrien		pta:pta0100.pta006
dokumente-zur-geschichte-des-arianischen-streites-athanasius-werke-iii.dok-7-fragment-eines-briefes-des-presbyters-georgius-an-die-arianer-in-alexandrien		pta:pta0100.pta007
dokumente-zur-geschichte-des-arianischen-streites-athanasius-werke-iii.dok-8-regeste-eines-briefes		pta:pta0100.pta008
dokumente-zur-geschichte-des-arianischen-streites-athanasius-werke-iii.dok-9-fragment-eines-briefes-des-eusebius-von-caesarea-an-alexander-von-alexandrien		pta:pta0100.pta009
domitius-callistratus.fragmenta	urn:cts:greekLit:tlg1239.tlg001	tlg1239.tlg001
dorotheus.fragmenta-alia-antiqua	urn:cts:greekLit:tlg1337.tlg003	tlg1337.tlg003
dosiadas-lyric.bwmo-s	urn:cts:greekLit:tlg0208.tlg001	tlg0208.tlg001
dosiadas.fragmenta	urn:cts:greekLit:tlg1338.tlg001	tlg1338.tlg001
dositheus-magister.ars-grammatica	urn:cts:greekLit:tlg4096.tlg001	tlg4096.tlg001
dositheus.fragmenta	urn:cts:greekLit:tlg1896.tlg002	tlg1896.tlg002
dromo.fragmenta	urn:cts:greekLit:tlg0448.tlg001	tlg0448.tlg001
ducas.historia-turcobyzantina	urn:cts:greekLit:tlg3146.tlg001	tlg3146.tlg001
duris.fragmenta	urn:cts:greekLit:tlg1339.tlg003	tlg1339.tlg003
echephylidas.fragmenta	urn:cts:greekLit:tlg2289.tlg002	tlg2289.tlg002
ecphantides.fragmenta	urn:cts:greekLit:tlg0449.tlg001	tlg0449.tlg001
ecphantus.testimonia	urn:cts:greekLit:tlg1341.tlg002	tlg1341.tlg002
elias-cretensis.commentarii-in-sancti-gregorii-nazianzeni-orationes-xix	urn:cts:greekLit:tlg4520.tlg001	tlg4520.tlg001
elias.eliae-olim-davidis-in-aristotelis-categorias-commentarium	urn:cts:greekLit:tlg4020.tlg002	tlg4020.tlg002
elias.in-porphyrii-isagogen	urn:cts:greekLit:tlg4020.tlg001	tlg4020.tlg001
empedocles.diels-ppf	urn:cts:greekLit:tlg1342.tlg001	tlg1342.tlg001
empedocles.epigramma	urn:cts:greekLit:tlg1342.tlg002	tlg1342.tlg002
empedocles.testimonia	urn:cts:greekLit:tlg1342.tlg003	tlg1342.tlg003
eparchides.fragmenta	urn:cts:greekLit:tlg1343.tlg002	tlg1343.tlg002
ephippus.fragmenta	urn:cts:greekLit:tlg0450.tlg001	tlg0450.tlg001
ephorus.fragmenta	urn:cts:greekLit:tlg0536.tlg001	tlg0536.tlg001
epicharmus-et-pseudepicharmea.fragmenta-2	urn:cts:greekLit:tlg0521.tlg008	tlg0521.tlg008
epicharmus-et-pseudepicharmea.testimonia	urn:cts:greekLit:tlg0521.tlg007	tlg0521.tlg007
epicrates.fragmenta	urn:cts:greekLit:tlg0451.tlg001	tlg0451.tlg001
epictetus.dissertationes-ab-arriano-digestae	urn:cts:greekLit:tlg0557.tlg001	tlg0557.tlg001
epictetus.dissertationum-epictetearum-sive-ab-arriano-sive-ab-aliis-digestarum	urn:cts:greekLit:tlg0557.tlg003	tlg0557.tlg003
epictetus.enchiridion	urn:cts:greekLit:tlg0557.tlg002	tlg0557.tlg002
epictetus.gnomologium-epicteteum-e-stobaei-libris-1-2	urn:cts:greekLit:tlg0557.tlg004	tlg0557.tlg004
epictetus.gnomologium-epicteteum-e-stobaei-libris-3-4	urn:cts:greekLit:tlg0557.tlg005	tlg0557.tlg005
epicurus.deperditorum-librorum-reliquiae	urn:cts:greekLit:tlg0537.tlg015	tlg0537.tlg015
epicurus.epistula-ad-herodotum	urn:cts:greekLit:tlg0537.tlg010	tlg0537.tlg010
epicurus.epistula-ad-menoeceum	urn:cts:greekLit:tlg0537.tlg012	tlg0537.tlg012
epicurus.epistula-ad-pythoclem	urn:cts:greekLit:tlg0537.tlg011	tlg0537.tlg011
epicurus.gnomologium-vaticanum-epicureum	urn:cts:greekLit:tlg0537.tlg014	tlg0537.tlg014
epicurus.ratae-sententiae	urn:cts:greekLit:tlg0537.tlg013	tlg0537.tlg013
epigenes.fragmenta	urn:cts:greekLit:tlg0452.tlg001	tlg0452.tlg001
epigonus-ap-cougny-v1	urn:cts:greekLit:tlg0179.tlg001	tlg0179.tlg001
epilycus.fragmenta	urn:cts:greekLit:tlg0453.tlg001	tlg0453.tlg001
epimenides.fragmenta-2	urn:cts:greekLit:tlg1347.tlg004	tlg1347.tlg004
epimenides.testimonia-2	urn:cts:greekLit:tlg1347.tlg003	tlg1347.tlg003
epinicus.fragmenta	urn:cts:greekLit:tlg0454.tlg001	tlg0454.tlg001
epiphanius.anacephalaeosis-sp	urn:cts:greekLit:tlg2021.tlg003	tlg2021.tlg003
epiphanius.ancoratus	urn:cts:greekLit:tlg2021.tlg001	tlg2021.tlg001
epiphanius.panarion-adversus-haereses	urn:cts:greekLit:tlg2021.tlg002	tlg2021.tlg002
epistula-ecclesiarum-apud-lugdunum-et-viennam.epistula-ecclesiarum-apud-lugdunum-et-viennam	urn:cts:greekLit:tlg1352.tlg001	tlg1352.tlg001
epitaphium-sicili.sicili-epitaphium	urn:cts:greekLit:tlg2139.tlg001	tlg2139.tlg001
eratosthenes-et-eratosthenica.catasterismi	urn:cts:greekLit:tlg0222.tlg001	tlg0222.tlg001
ergias-rhodius.fragmenta	urn:cts:greekLit:tlg1354.tlg002	tlg1354.tlg002
erinna.fragmenta	urn:cts:greekLit:tlg1355.tlg001	tlg1355.tlg001
eriphus.fragmenta	urn:cts:greekLit:tlg0455.tlg001	tlg0455.tlg001
erotianus.vocum-hippocraticarum-collectio	urn:cts:greekLit:tlg0716.tlg001	tlg0716.tlg001
etymologicum-genuinum.etymologicum-genuinum-mwsge-pws	urn:cts:greekLit:tlg4097.tlg001	tlg4097.tlg001
etymologicum-gudianum.etymologicum-gudianum-lion-zeiai	urn:cts:greekLit:tlg4098.tlg001	tlg4098.tlg001
euagon.fragmenta	urn:cts:greekLit:tlg2372.tlg003	tlg2372.tlg003
euangelus.fragmentum	urn:cts:greekLit:tlg0456.tlg001	tlg0456.tlg001
eubulides.fragmentum	urn:cts:greekLit:tlg0457.tlg001	tlg0457.tlg001
eubulus.fragmenta	urn:cts:greekLit:tlg0458.tlg001	tlg0458.tlg001
euclides-geom.catoptrica-recensio-theonis	urn:cts:greekLit:tlg1799.tlg011	tlg1799.tlg011
euclides-geom.data	urn:cts:greekLit:tlg1799.tlg007	tlg1799.tlg007
euclides-geom.data-demonstrationes-alterae	urn:cts:greekLit:tlg1799.tlg008	tlg1799.tlg008
euclides-geom.elementa	urn:cts:greekLit:tlg1799.tlg001	tlg1799.tlg001
euclides-geom.epigramma	urn:cts:greekLit:tlg1799.tlg017	tlg1799.tlg017
euclides-geom.fragmenta	urn:cts:greekLit:tlg1799.tlg016	tlg1799.tlg016
euclides-geom.optica	urn:cts:greekLit:tlg1799.tlg009	tlg1799.tlg009
euclides-geom.opticorum-recensio-theonis	urn:cts:greekLit:tlg1799.tlg010	tlg1799.tlg010
euclides-geom.phaenomena	urn:cts:greekLit:tlg1799.tlg012	tlg1799.tlg012
euclides-geom.phaenomena-demonstrationes-alterae-recensionis-b	urn:cts:greekLit:tlg1799.tlg014	tlg1799.tlg014
euclides-geom.phaenomena-recensio-b	urn:cts:greekLit:tlg1799.tlg013	tlg1799.tlg013
euclides-geom.sectio-canonis-sp	urn:cts:greekLit:tlg1799.tlg015	tlg1799.tlg015
eudemus-philosophy.fragmenta	urn:cts:greekLit:tlg1357.tlg001	tlg1357.tlg001
eudoxus-astronomy.fragmenta	urn:cts:greekLit:tlg1358.tlg001	tlg1358.tlg001
eudoxus-rhodius.fragmenta	urn:cts:greekLit:tlg1915.tlg003	tlg1915.tlg003
eudoxus.fragmenta	urn:cts:greekLit:tlg0399.tlg001	tlg0399.tlg001
