slug	work_id	title	author	author_id	cts_urn	tlg	wikidata	source	edition	license	passages	tokens	tokens_lemmatized	correction	unattested_rate	scheme_class	scheme	scheme_depth	sha256
aelius-aristides.upe-r-th-s-pro-s-aqhnai-ous-ei-rh-nhs	ogc000072	Ὑπὲρ τῆς πρὸς Ἀθηναίους εἰρήνης	Aelius Aristides	oga000014	urn:cts:greekLit:tlg0284.tlg032	tlg0284.tlg032		perseus	perseus-grc2	CC-BY-SA-4.0	8	2005	1991	not-ocr		logical-numeric	ref	1	ed81965627ef8c8189731afa4a1e7fd3ac0070c2df450c026374c8196954104a
aelius-aristides.upe-r-th-s-pro-s-lakedaimoni-ous-ei-rh-nhs	ogc000073	Ὑπὲρ τῆς πρὸς Λακεδαιμονίους εἰρήνης	Aelius Aristides	oga000014	urn:cts:greekLit:tlg0284.tlg031	tlg0284.tlg031		perseus	perseus-grc2	CC-BY-SA-4.0	9	2344	2331	not-ocr		logical-numeric	ref	1	d6050738232a1d4613906b9d9820c242af1ec34da2619d22eb8bfd9612b9789b
aelius-dionysius.attika-o-no-mata	ogc000074	Ἀττικὰ ὀνόματα	Aelius Dionysius	oga000015	urn:cts:greekLit:tlg1323.tlg001	tlg1323.tlg001		ocr	qwen36-aelius_dionysius_schwabe-ocr	PD	2050	32229	30821	auto-corrected	0.245429	edition-prefixed			ec83f3f2954fcf57c53ef38c8d448b55201013643bd320cafeb9870e5979c477
aelius-dius.fragmenta	ogc000075	Fragmenta	Aelius Dius	oga000016	urn:cts:greekLit:tlg2434.tlg003	tlg2434.tlg003		dfhg	dfhg	CC-BY-SA-4.0	2	179	177	not-ocr		logical-numeric	ref.sub	2	ddbba8814276940f22ecc6fc732f4e39d1291630ca628755be236820d79e19fb
aelius-harpocration.fragmenta	ogc000076	Fragmenta	aelius-harpocration	oga000017				dfhg	dfhg	CC-BY-SA-4.0	1	33	33	not-ocr		logical-numeric	ref.sub	2	0d110fe0bb86f8e2092bfbe951b3302d91e3bfda2945ce9b318e1c2aeb734a16
aelius-herodianus-et-pseudo-herodianus.de-enclisi-epitome-ap-arcadium	ogc000077	De Enclisi (Epitome Ap. Arcadium)	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg002	tlg0087.tlg002		first1k	1st1K-grc1	CC-BY-SA-4.0	26	2761	2668	not-ocr		logical-numeric	ref	1	8128d9647b0074dab84af247fb7eefbea300967db12971d1b22311d8dff05ec3
aelius-herodianus-et-pseudo-herodianus.de-figuris-peri-sxhma-twn	ogc000078	De Figuris (Περὶ σχημάτων)	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg025	tlg0087.tlg025		first1k	1st1K-grc1	CC-BY-SA-4.0	10	626	589	not-ocr		logical-numeric	ref	1	ed3364a8fb82e1679ba440b0cbcf585c908033d29c31dd7c5f21742fcd8e264f
aelius-herodianus-et-pseudo-herodianus.de-figuris-peri-sxhma-twn-sp	ogc000079	De Figuris (Περὶ σχημάτων) [Sp.]	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg035	tlg0087.tlg035		first1k	1st1K-grc1	CC-BY-SA-4.0	21	3922	3860	not-ocr		logical-numeric	ref.sub	2	0d566f41a5d46408e6f14354c7c457cde395228050c5f1a0cd8ea5be1a711e80
aelius-herodianus-et-pseudo-herodianus.de-passionibus-excerpta-e-didymo	ogc003666	De passionibus excerpta e Didymo	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg009a	tlg0087.tlg009a		first1k	1st1K-grc1	CC-BY-SA-4.0	3	242	240	not-ocr		logical-numeric	ref	1	7aaaa64689037b5e84f439c6ebc94814eeee4fe496e23d9c59008a91eddb03e7
aelius-herodianus-et-pseudo-herodianus.de-prosodia-catholica	ogc000080	De Prosodia Catholica	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg001	tlg0087.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	21	136626	126976	not-ocr		logical-numeric	ref	1	3823697cf33b4b53ef73a40485fe472a78bf37c65bbf00ccdccd5f8368fb89a0
aelius-herodianus-et-pseudo-herodianus.ei-s-peri-genw-n-apollwni-ou-u-po-mnhma	ogc000081	Εἰς τὸ περὶ γενῶν Ἀπολλωνίου ὑπόμνημα	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg014	tlg0087.tlg014		first1k	1st1K-grc1	CC-BY-SA-4.0	1	41	39	not-ocr		logical-numeric	ref	1	0fa1fbd3a937dccc8c7dbe9a06df477acd0dd5b5368b015609588b794ec7497f
aelius-herodianus-et-pseudo-herodianus.ei-s-th-n-apollwni-ou-ei-sagwgh-n	ogc000082	Εἰς τὴν Ἀπολλωνίου εἰσαγωγήν	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg032	tlg0087.tlg032		first1k	1st1K-grc1	CC-BY-SA-4.0	1	44	44	not-ocr		logical-numeric	ref	1	11fcc4120eda10f40c570422643d70206d71ee3c4a387fbe7e1014a59ddcc1b2
aelius-herodianus-et-pseudo-herodianus.mono-biblon-peri-tou-h-n	ogc000083	Μονόβιβλον περὶ τοῦ ἦν	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg020	tlg0087.tlg020		first1k	1st1K-grc1	CC-BY-SA-4.0	1	101	96	not-ocr		logical-numeric	ref	1	4ca2575154098c337ed40facd589e7cc543895157a9e44f6eff4c6111b0ebc0f
aelius-herodianus-et-pseudo-herodianus.mono-biblon-peri-tou-mh-pa-nta-ta-r-h-mata-kli-nesqai-ei-s	ogc000084	Μονόβιβλον περὶ τοῦ μὴ πάντα τὰ ῥήματα κλίνεσθαι εἰς	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg018	tlg0087.tlg018		first1k	1st1K-grc1	CC-BY-SA-4.0	6	1484	1415	not-ocr		logical-numeric	ref	1	3ad26e512f5695a3b8fbdf65c2ea8eb41ad6bf1a37098d1daa3b2c9c8cca1576
aelius-herodianus-et-pseudo-herodianus.mono-biblon-peri-tou-u-dwr	ogc000085	Μονόβιβλον περὶ τοῦ ὕδωρ	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg015	tlg0087.tlg015		first1k	1st1K-grc1	CC-BY-SA-4.0	2	65	63	not-ocr		logical-numeric	ref	1	f3913e939d6ef8e1199bf19cdbde7e70fb7fc2a97b130345450371b09be33c25
aelius-herodianus-et-pseudo-herodianus.peri-attikh-s-prosw-di-as	ogc000086	Περὶ Ἀττικῆς προσῳδίας	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg006	tlg0087.tlg006		first1k	1st1K-grc1	CC-BY-SA-4.0	1	127	120	not-ocr		logical-numeric	ref	1	d6e34f7f34a076b86f3cd64302ca0f5a88d1449d9363d0f83011d048a90af09a
aelius-herodianus-et-pseudo-herodianus.peri-dixro-nwn	ogc000087	Περὶ διχρόνων	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg004	tlg0087.tlg004		first1k	1st1K-grc1	CC-BY-SA-4.0	71	3913	3742	not-ocr		logical-numeric	ref	1	7500e069bcfd3febb7195f9184bc1525ad3424fc378f57020f7843727cbc8b27
aelius-herodianus-et-pseudo-herodianus.peri-e-pirrhma-twn	ogc000088	Περὶ ἐπιρρημάτων	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg024	tlg0087.tlg024		first1k	1st1K-grc1	CC-BY-SA-4.0	3	54	53	not-ocr		logical-numeric	ref	1	f020f5fe70d2966a7f4dadf6f7faeb197edc7723c119ef0e6d7169f1853989df
aelius-herodianus-et-pseudo-herodianus.peri-ga-mou-kai-sumbiw-sews	ogc000089	Περὶ γάμου καὶ συμβιώσεως	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg029	tlg0087.tlg029		first1k	1st1K-grc1	CC-BY-SA-4.0	1	59	57	not-ocr		logical-numeric	ref	1	e75763d77abbe0996bee0c88edf07894dc693a8071344fbdebd369df0072d823
aelius-herodianus-et-pseudo-herodianus.peri-iliakh-s-prosw-di-as	ogc000090	Περὶ Ἰλιακῆς προσῳδίας	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg007	tlg0087.tlg007		first1k	1st1K-grc1	CC-BY-SA-4.0	867	35418	34331	not-ocr		logical-numeric	ref.sub	2	ad09adfee005da4e6dc8b5263aeae0c2e510411fc573d06257331a2c3d0eedcd
aelius-herodianus-et-pseudo-herodianus.peri-kli-sews-o-noma-twn	ogc000091	Περὶ κλίσεως ὀνομάτων	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg013	tlg0087.tlg013		first1k	1st1K-grc1	CC-BY-SA-4.0	407	51241	48430	not-ocr		logical-numeric	ref.sub	2	13a0cb23c6b57cb99827d2db40b048d7e722242f9d353ba180f5426f7ddbb2f8
aelius-herodianus-et-pseudo-herodianus.peri-metoxw-n	ogc000092	Περὶ μετοχῶν	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg019	tlg0087.tlg019		first1k	1st1K-grc1	CC-BY-SA-4.0	3	145	143	not-ocr		logical-numeric	ref	1	bc598b2d4a6fe36abae510ed9e8cb59fe21c026f3ef7585f455fb4dd4d0897bc
aelius-herodianus-et-pseudo-herodianus.peri-monh-rous-le-cews	ogc000093	Περὶ μονήρους λέξεως	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg033	tlg0087.tlg033		first1k	1st1K-grc1	CC-BY-SA-4.0	168	10837	10368	not-ocr		logical-numeric	ref.sub	2	103a2f699f0a03c7f58be5d97175cea05555f67112d0159d66e12f314f0aef54
aelius-herodianus-et-pseudo-herodianus.peri-monosulla-bwn	ogc000094	Περὶ μονοσυλλάβων	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg028	tlg0087.tlg028		first1k	1st1K-grc1	CC-BY-SA-4.0	2	234	230	not-ocr		logical-numeric	ref	1	d02a378648bd4f1a8b9db3e952bc9067e45218cb638e0694f4107dec845e43e5
aelius-herodianus-et-pseudo-herodianus.peri-ntwnumiw-n	ogc000095	Περὶ ἀντωνυμιῶν	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg023	tlg0087.tlg023		first1k	1st1K-grc1	CC-BY-SA-4.0	3	438	426	not-ocr		logical-numeric	ref	1	c76ec73328027a31c2b6d55420141b37730119da95d066b8131e1bbdbefbe1b6
aelius-herodianus-et-pseudo-herodianus.peri-o-noma-twn	ogc000096	Περὶ ὀνομάτων	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg012	tlg0087.tlg012		first1k	1st1K-grc1	CC-BY-SA-4.0	29	7667	7428	not-ocr		logical-numeric	ref	1	b2102dec942fb2ada27ec85c4851eba01c245ee0daabc9e5396eaffbfd52620d
aelius-herodianus-et-pseudo-herodianus.peri-o-rqografi-as	ogc000097	Περὶ ὀρθογραφίας	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg011	tlg0087.tlg011		first1k	1st1K-grc1	CC-BY-SA-4.0	2614	51986	47948	not-ocr		logical-numeric	ref.sub.sub.sub	4	cb853e561d430e33b00e9d555d7a22c6fbbb4f5ef031dd1505419cc92f1ea5c5
aelius-herodianus-et-pseudo-herodianus.peri-odusseiakh-s-prosw-di-as	ogc000098	Περὶ Ὀδυσσειακῆς προσῳδίας	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg008	tlg0087.tlg008		first1k	1st1K-grc1	CC-BY-SA-4.0	488	8198	7829	not-ocr		logical-numeric	ref.sub	2	8b47d98c76c05893dd82a1531e7b27a6ded568c779aed28ea6320618915dfcff
aelius-herodianus-et-pseudo-herodianus.peri-paqw-n	ogc000099	Περὶ παθῶν	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg009	tlg0087.tlg009		first1k	1st1K-grc1	CC-BY-SA-4.0	1074	49208	46325	not-ocr		logical-numeric	ref	1	9f58d982d4b3ef89bd2506eaf0c5baacca606394bbb8cc38abe9855d025d4b43
aelius-herodianus-et-pseudo-herodianus.peri-parwnu-mwn	ogc000100	Περὶ παρωνύμων	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg026	tlg0087.tlg026		first1k	1st1K-grc1	CC-BY-SA-4.0	608	14385	13132	not-ocr		logical-numeric	ref.sub	2	86ac153c292290fbbcb50ef7485cca7f01525351dd623c906a2d7c4a4f31febe
aelius-herodianus-et-pseudo-herodianus.peri-pneuma-twn	ogc000101	Περὶ πνευμάτων	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg005	tlg0087.tlg005		first1k	1st1K-grc1	CC-BY-SA-4.0	1	52	49	not-ocr		logical-numeric	ref	1	30649585de10dd1b4ef721e8083a3e87efeadbbe8db58e690ef0edbcd4553687
aelius-herodianus-et-pseudo-herodianus.peri-r-hma-twn	ogc000102	Περὶ ῥημάτων	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg021	tlg0087.tlg021		first1k	1st1K-grc1	CC-BY-SA-4.0	123	14573	13863	not-ocr		logical-numeric	ref.sub	2	bd5899220828dfd6fbdb0aa736aa876b54e0a455eaa6d345a3b85346bc6c2f4e
aelius-herodianus-et-pseudo-herodianus.peri-r-hmatikw-n-o-noma-twn	ogc000103	Περὶ ῥηματικῶν ὀνομάτων	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg027	tlg0087.tlg027		first1k	1st1K-grc1	CC-BY-SA-4.0	76	1821	1746	not-ocr		logical-numeric	ref	1	70c349be509ae611716618696079d83496f6e3fd39ee5ec6351aac4ff5a2082a
aelius-herodianus-et-pseudo-herodianus.peri-sunta-cews-tw-n-stoixei-wn	ogc000104	Περὶ συντάξεως τῶν στοιχείων	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg010	tlg0087.tlg010		first1k	1st1K-grc1	CC-BY-SA-4.0	29	5752	5559	not-ocr		logical-numeric	ref	1	833ec8a9803a1de476488034375d58cc3caf5d89ac5228ccc6fc5a54bbea1bb6
aelius-herodianus-et-pseudo-herodianus.peri-suzugiw-n	ogc000105	Περὶ συζυγιῶν	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg017	tlg0087.tlg017		first1k	1st1K-grc1	CC-BY-SA-4.0	2	60	58	not-ocr		logical-numeric	ref	1	57de37c5138a4958060dd9fc794f4903cc9ad96d7416b9e5110eed0b6cf30135
aelius-herodianus-et-pseudo-herodianus.peri-tou-zw-s	ogc000106	Περὶ τοῦ ζώς	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg016	tlg0087.tlg016		first1k	1st1K-grc1	CC-BY-SA-4.0	2	87	86	not-ocr		logical-numeric	ref	1	80e9c921bb83c8b779fea7051ec73e3d779abafd3b4d65fbe29a63fff3ef7eea
aelius-herodianus-et-pseudo-herodianus.peri-tw-n-ei-s-mi	ogc000107	Περὶ τῶν εἰς <MI>	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg022	tlg0087.tlg022		first1k	1st1K-grc1	CC-BY-SA-4.0	51	9306	8957	not-ocr		logical-numeric	ref.sub	2	ec579c832543cf67743e025ac1d6db459c6056f081a6a52f9abae17e36e0af2d
aelius-herodianus-et-pseudo-herodianus.prota-seis	ogc000108	Προτάσεις	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg031	tlg0087.tlg031		first1k	1st1K-grc1	CC-BY-SA-4.0	2	44	43	not-ocr		logical-numeric	ref	1	0685ec3d3c19c13143ddbcf56c8b29cf7268916d10cc6b54183375a7df3b13ab
aelius-herodianus-et-pseudo-herodianus.sumpo-sion	ogc000109	Συμπόσιον	Aelius Herodianus Et Pseudo-Herodianus	oga000018	urn:cts:greekLit:tlg0087.tlg030	tlg0087.tlg030		first1k	1st1K-grc1	CC-BY-SA-4.0	17	504	477	not-ocr		logical-numeric	ref	1	58ad4cf2f2b30d2addeea06c723c446e1ee534e2dba8fd6ba96b298472582bd3
aelius-theon.progymnasmata	ogc000110	Progymnasmata	Aelius Theon	oga000019	urn:cts:greekLit:tlg0607.tlg001	tlg0607.tlg001	Q110814319	first1k	1st1K-grc1	CC-BY-SA-4.0	32	11482	11424	not-ocr		logical-numeric	ref.sub	2	aa881c0f1f0f806c592482c2f09a0ed7f02de4c6742399e708dbf4361735d5c6
aeneas-philosophy.epistulae	ogc000111	Epistulae	Aeneas	oga000020	urn:cts:greekLit:tlg4001.tlg002	tlg4001.tlg002		ocr	migne-ocr-qwen36	PD	96	2870	2735	auto-corrected	0.148000	edition-prefixed			5209488a38873b183468be524cb22c413363a34daea999ee01e4610a3f1db904
aeneas-philosophy.theophrastus-sive-de-animarum-immortalitate-et-corporum-resurrectione	ogc003627	Theophrastus Sive De Animarum Immortalitate Et Corporum Resurrectione	Aeneas	oga000020	urn:cts:greekLit:tlg4001.tlg001	tlg4001.tlg001		ocr	qwen36-aeneasgazaeuset00zachgoog	PD	940	24881	24234	raw-ocr	0.121902	edition-prefixed			066669cf7137c0f2b4ef2913c40a9443ac8f30eed5b9b239396bde801d253698
aeneas-tactics.poliorcetica	ogc000112	Poliorcetica	Aeneas	oga000021	urn:cts:greekLit:tlg0058.tlg001	tlg0058.tlg001	Q87737059	perseus	perseus-grc2	CC-BY-SA-4.0	386	14002	13677	not-ocr		logical-numeric	ref.sub	2	360b45f92c2c40499df487e6fab52576929275f338e2a9a3dfdbe555e2587305
aenesidemus.fragmenta	ogc000113	Fragmenta	aenesidemus	oga000022				dfhg	dfhg	CC-BY-SA-4.0	1	33	32	not-ocr		logical-numeric	ref.sub	2	298cdf7fc8193005320b3dee3775e21946505ff6bcc7897825e67ef56e6bb439
aeschines-socraticus.fragmenta	ogc000114	Fragmenta	Aeschines Socraticus	oga000024	urn:cts:greekLit:tlg0673.tlg001	tlg0673.tlg001		ocr	qwen36-aeschines_socr_dialogi_clericus	PD	1287	14099	12622	auto-corrected	0.350484	edition-prefixed			d8f3619d629e7ea57867b0115c23fbe71217ff2fb75f8d3ed8e11cee238cc9b0
aeschines.de-falsa-legatione	ogc000115	De Falsa Legatione	Aeschines	oga000023	urn:cts:greekLit:tlg0026.tlg002	tlg0026.tlg002	Q18485043	perseus	perseus-grc2	CC-BY-SA-4.0	184	12294	12199	not-ocr		logical-numeric	ref	1	c14958440d804e5931e363cb676e19da06c920c9c137425f4f5847dabd833fa5
aeschines.epistulae-sp	ogc000116	Epistulae Sp.	Aeschines	oga000023	urn:cts:greekLit:tlg0026.tlg004	tlg0026.tlg004		first1k	1st1K-grc1	CC-BY-SA-4.0	76	4264	4188	not-ocr		logical-numeric	ref.sub	2	4b786f48f4c81e37a2b50ece1e7f1ab24ea31a3e7fb65e53a621f8c657ccb5f2
aeschines.in-ctesiphontem	ogc000117	In Ctesiphontem	Aeschines	oga000023	urn:cts:greekLit:tlg0026.tlg003	tlg0026.tlg003	Q87212460	perseus	perseus-grc2	CC-BY-SA-4.0	260	18459	18301	not-ocr		logical-numeric	ref	1	a683b149bb5236f46b6abb8ba98a7434ce9439889f1de6711394b3d5a6ab080e
aeschines.in-timarchum	ogc000118	In Timarchum	Aeschines	oga000023	urn:cts:greekLit:tlg0026.tlg001	tlg0026.tlg001	Q2995964	perseus	perseus-grc2	CC-BY-SA-4.0	196	13551	13431	not-ocr		logical-numeric	ref	1	cbdc1ecf3e31e07d4a922cfd138dcfd1e04882dcb38e9df1f779af737a9f2030
aeschylus-tragedy.agamemnon	ogc000119	Agamemnon	Aeschylus	oga000025	urn:cts:greekLit:tlg0085.tlg005	tlg0085.tlg005	Q3320792	first1k	1st1K-grc1	CC-BY-SA-4.0	1643	8442	7988	not-ocr		logical-numeric	ref	1	ca786480ede8d5474527c089038aa4364ef0480072d2f1a02b00b2ce3f3246c7
aeschylus-tragedy.choephoroe	ogc000120	Choephoroe	Aeschylus	oga000025	urn:cts:greekLit:tlg0085.tlg006	tlg0085.tlg006	Q11688406	perseus	perseus-grc2	CC-BY-SA-4.0	1074	5446	5189	not-ocr		logical-numeric	ref	1	ce172802573f059c9409748b262f85e06c6519dca9357cf2832084492a6cb083
aeschylus-tragedy.eumenides	ogc000121	Eumenides	Aeschylus	oga000025	urn:cts:greekLit:tlg0085.tlg007	tlg0085.tlg007	Q1233164	first1k	1st1K-grc1	CC-BY-SA-4.0	1033	5355	5073	not-ocr		logical-numeric	ref	1	b08952277e5a037fadf840db2956bf84edb07ff9aee1e43dc01fa3a14bde7922
aeschylus-tragedy.fragmenta	ogc000122	Fragmenta	Aeschylus	oga000025	urn:cts:greekLit:tlg0085.tlg008	tlg0085.tlg008		ocr	nauck-tgf-ocr	PD	1187	16985	16507	auto-corrected	0.108940	edition-prefixed			d13f9893f19e4a34f5cb2d45bc15255335b053517809a24ff69b25dcdc838ada
aeschylus-tragedy.persae	ogc000123	Persae	Aeschylus	oga000025	urn:cts:greekLit:tlg0085.tlg002	tlg0085.tlg002		first1k	1st1K-grc1	CC-BY-SA-4.0	1063	5344	5051	not-ocr		logical-numeric	ref	1	00611bef8304fc8b516ff794c1fdf08adb1740f11aba6b7c3c8b26b0c37d329b
aeschylus-tragedy.prometheus-vinctus	ogc000124	Prometheus Vinctus	Aeschylus	oga000025	urn:cts:greekLit:tlg0085.tlg003	tlg0085.tlg003	Q846870	first1k	1st1K-grc1	CC-BY-SA-4.0	1098	6037	5702	not-ocr		logical-numeric	ref	1	bd3c8a26c252a11f7a291f4de3150fcab1a529f54cbdb9bfadb6eafe2bf99214
aeschylus-tragedy.septem-contra-thebas	ogc000125	Septem Contra Thebas	Aeschylus	oga000025	urn:cts:greekLit:tlg0085.tlg004	tlg0085.tlg004	Q506546	first1k	1st1K-grc1	CC-BY-SA-4.0	1068	5226	4908	not-ocr		logical-numeric	ref.sub	2	7f2d8d561d376a5d3910a7322c9761a7adef3cd7d499c44338e6b297156400dc
aeschylus-tragedy.supplices	ogc000126	Supplices	Aeschylus	oga000025	urn:cts:greekLit:tlg0085.tlg001	tlg0085.tlg001	Q1216139	first1k	1st1K-grc1	CC-BY-SA-4.0	1073	4970	4556	not-ocr		logical-numeric	ref.sub	2	246ed9c11a3bcfa414a494c46e3702a9bcc0a55353889df5017c48f936c5d241
aesopus-et-aesopica.fabulae	ogc000127	Fabulae	Aesopus Et Aesopica	oga000026	urn:cts:greekLit:tlg0096.tlg002	tlg0096.tlg002		first1k	1st1K-grc1	CC-BY-SA-4.0	522	39438	38951	not-ocr		logical-numeric	ref	1	7a1d75035f3a768a83d8684d92b391c6c03d82ec66796bea0ee704a9c95b421a
aethlius-samius.fragmenta	ogc000128	Fragmenta	aethlius-samius	oga000027	urn:cts:greekLit:tlg0686.tlg003	tlg0686.tlg003		dfhg	dfhg	CC-BY-SA-4.0	4	182	178	not-ocr		logical-numeric	ref.sub	2	df713d9126b8203506912d326ac9d71239441db8faec2f6ce6c566ebae94e547
agaclytus.fragmenta	ogc000129	Fragmenta	Agaclytus	oga000028				dfhg	dfhg	CC-BY-SA-4.0	1	196	195	not-ocr		logical-numeric	ref.sub	2	7cf8bf34057eb9aaef7c55032070baadb1af0e3ffa533ecb10d773657c5c7148
agaclytus.fragmentum	ogc000130	Fragmentum	Agaclytus	oga000028	urn:cts:greekLit:tlg0687.tlg002	tlg0687.tlg002		ocr	qwen36-socrates_hist_fhg4	PD	3	147	138	raw-ocr	0.208791	edition-prefixed			41c0027075378805ddb4995b9e93dd7a20eba96fc61dd245d46b5b31cbaa4fe3
agathange.fragmenta	ogc000131	Fragmenta	agathange	oga000029				dfhg	dfhg	CC-BY-SA-4.0	117	17849	17433	not-ocr		logical-numeric	ref.sub	2	2ea8d3e4cb02cd851c5ac4cba1491c495fddff4bf36b77d4ace6a3abde2563f6
agatharchides-geography.de-mari-erythraeo-excerpta	ogc000132	De Mari Erythraeo (Excerpta)	Agatharchides	oga000030	urn:cts:greekLit:tlg0067.tlg001	tlg0067.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	113	23778	23625	not-ocr		logical-numeric	ref.sub	2	7f26e74f7681c21cbd681e2e503ef5bb171895430cfb9b78dd48983b723dc6fa
agatharchides-geography.fragmenta	ogc000133	Fragmenta	Agatharchides	oga000030	urn:cts:greekLit:tlg0067.tlg004	tlg0067.tlg004		dfhg	dfhg	CC-BY-SA-4.0	21	1489	1483	not-ocr		logical-numeric	ref.sub	2	c8e892ad709b39b318e75c97ab990811e5edca2cb294648c7c0ef76408c3e937
agatharchides-samius.fragmenta	ogc000134	Fragmentum	agatharchides-samius	oga000031	urn:cts:greekLit:tlg2192.tlg002	tlg2192.tlg002		dfhg	dfhg	CC-BY-SA-4.0	3	194	193	not-ocr		logical-numeric	ref.sub	2	41fe503246ddc3f37332db9ded18295e131f60d71b82a788780af238053ae0b7
agathemerus.geographiae-informatio	ogc000135	Geographiae Informatio	Agathemerus	oga000032	urn:cts:greekLit:tlg0090.tlg001	tlg0090.tlg001		perseus	opp-grc1	CC-BY-SA-4.0	26	1963	1903	not-ocr		logical-numeric	ref.sub	2	9d85fce9a86177f6dd68ccad6ebd486774575d5ffe10a39f0e588ddbcc51904d
agathias-scholasticus.epigrammata	ogc000136	Epigrammata	Agathias Scholasticus	oga000033	urn:cts:greekLit:tlg4024.tlg002	tlg4024.tlg002		first1k	1st1K-grc2	CC-BY-SA-4.0	108	6430	6351	not-ocr		logical-numeric	ref	1	a4222b352babbe549b6cc158a95e19d761fab86d6a6fe893fd90def306c74723
agathias-scholasticus.historiae	ogc000137	Historiae	Agathias Scholasticus	oga000033	urn:cts:greekLit:tlg4024.tlg001	tlg4024.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	139	59407	57513	not-ocr		logical-numeric	ref.sub	2	55ad9e0e2784b1afdc5a90c92adda2c4a77d76fc84975e822e6d0d6ba5c1aae3
agathocles.fragmenta	ogc000138	Fragmenta	Agathocles	oga000034	urn:cts:greekLit:tlg0688.tlg001	tlg0688.tlg001		dfhg	dfhg	CC-BY-SA-4.0	8	480	475	not-ocr		logical-numeric	ref.sub	2	84fff97afb4df9dcc66aa814e54a55bed89b32f7900f8d1224501acab69c810e
agathodaemon.agaqodai-mwn-ei-s-n-xrhsmo-n-orfe-ws-sunagwgh-kai	ogc000139	Ἀγαθοδαίμων εἰς τὸν χρησμόν· Ὀρφέως συναγωγὴ καὶ	Agathodaemon	oga000035	urn:cts:greekLit:tlg4086.tlg002	tlg4086.tlg002		first1k	1st1K-grc1	CC-BY-SA-4.0	8	847	793	not-ocr		logical-numeric	ref	1	c810058f1738ddfca3e307c7b3a93d28146aa3ed2bee0be18a793d6e0d42174d
